banal:original, deceptive:honest, elderly:youth, fracture:heal, fracture:heal, banal:original
weak:invincibility, whole:broken, prison:release, employed:jobless, employed:jobless, whole:broken
christian:atheist, weak:invincibility, afloat:submerged, kind:cruelty, weak:invincibility, afloat:submerged
satiated:hunger, freedom:hostage, fracture:heal, old:youth, freedom:hostage, fracture:heal
whole:broken, full:empty, childish:mature, ecstatic:angry, ecstatic:angry, whole:broken
deceased:alive, prison:release, dazed:attentive, impatient:tranquil, impatient:tranquil, deceased:alive
virginity:sex, ecstatic:angry, pregnant:birth, rich:poverty, pregnant:birth, virginity:sex
fracture:heal, young:old, employed:jobless, attentive:dazed, attentive:dazed, fracture:heal
freedom:hostage, healthy:poisonous, hungry:full, invincible:defeated, hungry:full, invincible:defeated
satiated:hunger, pretty:ugly, withdrawn:sociable, poisonous:healthy, pretty:ugly, satiated:hunger
plump:thinness, irresponsible:maturity, virginity:sex, fracture:heal, plump:thinness, virginity:sex
poisonous:healthy, virginity:sex, birth:pregnant, weak:invincibility, birth:pregnant, weak:invincibility
attentive:dazed, dazed:attentive, young:old, deceased:alive, attentive:dazed, deceased:alive
withdrawn:sociable, desperate:satisfied, irresponsible:maturity, rich:poverty, desperate:satisfied, irresponsible:maturity
healthy:poisonous, virginity:sex, fracture:heal, cruel:kindness, cruel:kindness, healthy:poisonous
build:destroy, nice:mean, fat:skinny, happy:heartbroken, fat:skinny, nice:mean
build:destroy, poisonous:healthy, pretty:ugly, plump:thinness, build:destroy, pretty:ugly
kind:cruelty, afloat:submerged, irresponsible:maturity, desperate:satisfied, kind:cruelty, desperate:satisfied
sleepy:alertness, nice:mean, plump:thinness, attentive:dazed, attentive:dazed, plump:thinness
old:young, sleepy:alertness, cruel:kindness, christian:atheist, christian:atheist, sleepy:alertness
withdrawn:sociable, plump:thinness, cruel:kindness, deceased:alive, plump:thinness, deceased:alive
invincible:defeated, pregnant:birth, virginity:sex, sleepy:alertness, pregnant:birth, invincible:defeated
healthy:poisonous, hungry:full, christian:atheist, pregnant:birth, pregnant:birth, healthy:poisonous
happy:heartbroken, hungry:full, banal:original, afloat:submerged, hungry:full, afloat:submerged
attentive:dazed, irresponsible:maturity, hostage:freedom, weak:invincibility, attentive:dazed, hostage:freedom
childish:mature, sleepy:alertness, old:young, happy:heartbroken, happy:heartbroken, childish:mature
withdrawn:sociable, desperate:satisfied, impatient:tranquil, whole:broken, whole:broken, desperate:satisfied
old:young, withdrawn:sociable, christian:atheist, invincible:defeated, christian:atheist, invincible:defeated
cruel:kindness, alert:tired, attentive:dazed, elderly:youth, alert:tired, attentive:dazed
young:old, poisonous:healthy, whole:broken, desperate:satisfied, poisonous:healthy, young:old
ecstatic:angry, deceased:alive, hungry:full, invincible:defeated, ecstatic:angry, invincible:defeated
craggy:smooth, childish:mature, desperate:satisfied, fat:skinny, fat:skinny, desperate:satisfied
rich:poverty, plump:thinness, deceased:alive, irresponsible:maturity, plump:thinness, deceased:alive
hungry:full, deceased:alive, pretty:ugly, prison:release, prison:release, pretty:ugly
christian:atheist, childish:mature, desperate:satisfied, build:destroy, build:destroy, childish:mature
deceptive:honest, craggy:smooth, fracture:heal, cruel:kindness, cruel:kindness, craggy:smooth
cruel:kindness, whole:broken, afloat:submerged, craggy:smooth, craggy:smooth, afloat:submerged
young:old, invincible:defeated, healthy:poisonous, nice:mean, healthy:poisonous, invincible:defeated
rich:poverty, employed:jobless, hungry:full, pregnant:birth, pregnant:birth, rich:poverty
build:destroy, whole:broken, sleepy:alertness, banal:original, sleepy:alertness, build:destroy
craggy:smooth, ecstatic:angry, impatient:tranquil, cruel:kindness, cruel:kindness, craggy:smooth
prison:release, dazed:attentive, rich:poverty, hostage:freedom, rich:poverty, hostage:freedom
satiated:hunger, full:empty, pretty:ugly, happy:heartbroken, full:empty, satiated:hunger
alert:tired, cruel:kindness, full:empty, pregnant:birth, alert:tired, full:empty
deceased:alive, elderly:youth, birth:pregnant, invincible:defeated, birth:pregnant, invincible:defeated
birth:pregnant, ecstatic:angry, old:young, pregnant:birth, birth:pregnant, old:young
nice:mean, employed:jobless, desperate:satisfied, irresponsible:maturity, nice:mean, irresponsible:maturity
childish:mature, freedom:hostage, full:empty, deceptive:honest, freedom:hostage, full:empty
old:young, kind:cruelty, dazed:attentive, fracture:heal, kind:cruelty, dazed:attentive
elderly:youth, dazed:attentive, poisonous:healthy, attentive:dazed, attentive:dazed, elderly:youth
craggy:smooth, nice:mean, full:empty, pretty:ugly, full:empty, nice:mean
hostage:freedom, fracture:heal, deceased:alive, hungry:full, fracture:heal, deceased:alive
